"nombre","simbolo","mercado","ultimo","compra","venta","horario_ampliado","horario_ampliado_%","apertura","anterior","maximo","minimo","var","%_var","vol","fecha_prox_resultados","hora","cap_mercado","ganancia","vol_promedio_3m","bpa","per","beta","dividendo","rendimiento","5_minutos","15_minutos","30_minutos","1_hora","5_horas","diario","semanal","mensual","diario","semanal","mensual","anual","1_anio","3_anios"
"Royal Dutch Shell B PLC","RDSB.MX","MX","709.90","-","-","--","--","710.00","770.00","710.00","709.90","-60.10","-7.81%","441","30.04.2020","11:30:10","2.97T","","8,773","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-7.81%","51.04%","-19.05%","-36.74%","-42.36%","-33.62%"
"Salesforce.com Inc","CRM.MX","MX","3,449.000","3,432.000","3,510.000","--","--","3,464.710","3,527.010","3,490.090","3,415.520","-78.010","-2.21%","7,554","20.05.2020","13:11:03","3.11T","","2,529","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","-2.21%","0.70%","4.52%","12.63%","14.37%","124.63%"
"Sanofi ADR","SNYN.MX","MX","1,001.00","980.00","1,001.00","--","--","1,001.00","991.99","1,008.00","984.15","+9.01","+0.91%","1,587","24.04.2020","13:11:02","2.50T","","991","-","-","-","-","-","Venta","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.91%","3.62%","5.15%","4.38%","18.29%","15.50%"
"Banco Santander","SAN.MX","MX","57.49","55.25","57.49","--","--","63.04","60.50","63.04","57.49","-3.01","-4.98%","15,190","06.05.2020","13:10:37","986,330,000,000","1,370,000,000","155,022","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Venta fuerte","Venta fuerte","Venta fuerte","-3.34%","14.13%","-15.93%","-25.88%","-32.78%","-49.23%"
"Grupo Financiero Santander Mexico SAB de CV Class B","BSMXB.MX","MX","15.200","15.190","15.220","--","--","15.220","15.790","15.620","14.850","-0.590","-3.74%","3,605,148","23.04.2020","13:10:58","103,090,000,000","190,270,000,000","1,941,276","3.14","5.02","1.7","1.52","8.76%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-3.61%","2.77%","-39.58%","-41.08%","-41.71%","-55.61%"
"Schlumberger NV","SLBN.MX","MX","360.00","-","-","--","--","358.00","343.00","360.00","350.30","+0.00","+0.00%","-","17.04.2020","26/03","447,780,000,000","","9,637","-","-","-","-","-","Compra","Compra fuerte","Compra","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","4.96%","-34.55%","-52.34%","-55.98%","-75.86%"
"Servicios Corporativos Javer SAPI de CV","JAVER.MX","MX","16.48","-","-","--","--","16.48","16.50","16.48","16.48","0.00","0.00%","-","27.04.2020","04/02","4,610,000,000","7,370,000,000","100","0.03","527.53","-","-","-","","","","","","","","","0.00%","0.00%","0.00%","-0.12%","-1.90%","-3.63%"
"Societe Generale SA","GLEN.MX","MX","436.75","-","-","--","--","436.75","432.72","436.75","436.75","+0.00","+0.00%","-","06.05.2020","26/03","357,010,000,000","","57,513","-","-","-","-","-","Neutral","Compra","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","0.93%","-32.00%","-33.33%","-23.25%","-55.38%"
"Soriana B","SORIANAB.MX","MX","18.000","17.950","18.050","--","--","18.310","18.500","18.690","17.570","-0.500","-2.70%","5,429","24.04.2020","13:11:06","33,300,000,000","191,000,000,000","543,263","1.8","10.29","1","0.39","2.1%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-2.70%","1.41%","-16.47%","-29.25%","-18.92%","-59.14%"
"Starbucks Corporation","SBUX.MX","MX","1,564.00","1,550.00","1,584.00","--","--","1,529.00","1,623.00","1,596.00","1,529.00","-59.00","-3.64%","14,073","28.04.2020","13:08:35","1.84T","","5,571","-","-","-","-","-","Venta fuerte","Neutral","Venta","Neutral","Compra","Compra","Neutral","Compra","-3.64%","8.85%","2.23%","-5.50%","9.37%","44.28%"
"Steel Dynamics Inc","STLD.MX","MX","480.00","471.00","480.00","--","--","455.00","461.07","480.00","455.00","+18.93","+4.11%","10,440","15.04.2020","13:11:04","102,110,000,000","","20,169","-","-","-","-","-","Venta","Neutral","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","4.11%","4.74%","-14.31%","-25.84%","-28.52%","-21.95%"
"Stryker Corporation","SYK.MX","MX","3,579.000","-","-","--","--","3,579.000","3,482.880","3,579.000","3,579.000","+0.000","+0.00%","-","28.04.2020","26/03","1.39T","","284","-","-","-","-","-","Venta fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","0.00%","2.76%","-3.63%","-8.88%","-5.41%","-"
"Taiwan Semiconductor Manufacturing","TSMN.MX","MX","1,105.000","1,098.000","1,125.000","--","--","1,096.400","1,180.000","1,105.000","1,096.300","-75.000","-6.36%","3,452","16.04.2020","13:11:05","5.45T","","2,272","-","-","-","-","-","Compra fuerte","Neutral","Venta fuerte","Venta fuerte","Neutral","Compra","Compra fuerte","Compra fuerte","-6.36%","-0.45%","6.31%","1.56%","43.77%","79.97%"
"Target Corporation","TGT.MX","MX","2,172.45","-","-","--","--","2,185.00","2,189.08","2,189.00","2,172.45","0.00","0.00%","-","20.05.2020","26/03","1.12T","","1,570","-","-","-","-","-","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Neutral","Compra fuerte","0.00%","-5.55%","7.81%","-9.63%","44.83%","112.99%"
"Telesites SAB de CV","SITESB1.MX","MX","13.540","13.540","13.600","--","--","13.750","14.080","14.030","13.010","-0.540","-3.84%","524,627","05.05.2020","13:10:30","46,460,000,000","12,880,000,000","1,569,902","-0.07","-","0.31","-","-","Neutral","Neutral","Venta","Venta fuerte","Neutral","Venta fuerte","Venta","Compra fuerte","-1.70%","11.88%","-6.68%","-1.14%","10.37%","16.99%"
"Tencent Holdings Ltd ADR","TCEHYN.MX","MX","1,143.300","1,143.300","1,200.000","--","--","1,200.000","1,173.770","1,200.000","1,143.300","-30.470","-2.60%","1,431","13.05.2020","13:10:43","11.02T","","4,817","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","-2.60%","3.72%","18.99%","25.80%","31.54%","115.64%"
"Ternium SA ADR","TX.MX","MX","282.200","274.010","281.990","--","--","280.000","278.100","282.200","279.000","+4.100","+1.47%","17,503","28.04.2020","13:11:02","55,050,000,000","","43,392","-","-","-","-","-","Compra","Compra","Neutral","Venta","Neutral","Venta","Venta fuerte","Venta fuerte","1.47%","7.71%","-19.42%","-31.34%","-45.50%","-43.87%"
"Tesla Inc","TSLA.MX","MX","12,020.00","12,000.00","12,137.90","--","--","11,800.00","12,129.36","12,020.00","11,501.02","-109.36","-0.90%","1,114","29.04.2020","13:10:59","2.19T","","5,029","-","-","-","-","-","Venta fuerte","Neutral","Venta","Venta fuerte","Neutral","Neutral","Compra","Compra fuerte","-1.01%","13.04%","-7.40%","51.49%","123.29%","127.80%"
"Teva Pharma Industries Ltd ADR","TEVAN.MX","MX","180.09","179.01","182.99","--","--","179.00","185.99","180.09","179.00","0.00","0.00%","242","30.04.2020","13:11:03","212,310,000,000","","18,902","-","-","-","-","-","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","-1.59%","-19.96%","-4.71%","-40.95%","-70.64%"
"Texas Instruments Incorporated","TXN.MX","MX","2,420.00","2,420.00","2,488.93","--","--","2,392.00","2,418.00","2,420.00","2,392.00","+2.00","+0.08%","105","28.04.2020","11:48:48","2.23T","","733","-","-","-","-","-","Venta fuerte","Neutral","Neutral","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.08%","-1.17%","7.88%","0.41%","19.68%","59.32%"
"Textron Inc","TXT.MX","MX","642.00","-","-","--","--","648.40","556.24","648.40","642.00","+0.00","+0.00%","-","15.04.2020","26/03","142,760,000,000","","19,801","-","-","-","-","-","Neutral","Compra fuerte","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","15.42%","-22.09%","-23.39%","-32.98%","-27.90%"
"The Charles Schwab Corporation","SCHW.MX","MX","775.00","-","-","--","--","815.20","771.64","815.20","775.00","+0.00","+0.00%","-","15.04.2020","26/03","1.03T","","12,818","-","-","-","-","-","Neutral","Neutral","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","3.37%","-11.77%","1.03%","-12.53%","4.59%"
"The Travelers Companies Inc","TRV.MX","MX","2,172.50","-","-","--","--","2,172.50","2,068.95","2,172.50","2,172.50","+0.00","+0.00%","-","21.04.2020","26/03","597,450,000,000","","1,419","-","-","-","-","-","Venta","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","5.00%","-8.14%","-15.14%","-17.46%","-5.99%"
"Thermo Fisher Scientific Inc","TMO.MX","MX","6,700.00","6,480.00","6,672.00","--","--","6,700.00","6,461.00","6,700.00","6,700.00","+239.00","+3.70%","347","22.04.2020","13:11:02","2.61T","","786","-","-","-","-","-","Neutral","Compra fuerte","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","3.70%","-2.55%","17.17%","7.02%","27.79%","120.98%"
"Timken Company","TKR.MX","MX","808.580","-","-","--","--","808.580","700.000","808.580","808.580","+0.000","+0.00%","-","29.04.2020","26/03","56,970,000,000","","240","-","-","-","-","-","Compra fuerte","Compra fuerte","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","15.51%","-23.72%","-24.71%","-3.53%","-3.16%"
"Tmm A","TMMA.MX","MX","5.800","4.210","5.800","--","--","5.640","5.990","5.800","5.170","-0.190","-3.17%","11,973","29.04.2020","13:07:08","592,660,000","1,470,000,000","14,549","0.13","44.42","0.86","-","-","Venta","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-3.17%","-3.33%","-8.23%","-19.22%","-21.94%","-1.53%"
"Total SA ADR","TOTN.MX","MX","821.00","-","-","--","--","824.89","548.00","824.89","821.00","+0.00","+0.00%","-","30.04.2020","26/03","2.17T","","17,365","-","-","-","-","-","Compra fuerte","Compra fuerte","Neutral","Neutral","Venta","Venta","Venta fuerte","Venta fuerte","0.00%","49.82%","-3.75%","-19.75%","-24.05%","-13.94%"
"Turkcell Iletisim Hizmetleri AS","TKCN.MX","MX","116.50","-","-","--","--","116.50","114.50","116.50","116.50","+0.00","+0.00%","-","22.04.2020","26/03","99,820,000,000","","105,400","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.00%","1.75%","26.49%","26.49%","22.50%","-"
"Tv Azteca Cpo","AZTECACPO.MX","MX","0.360","0.359","0.360","--","--","0.369","0.373","0.369","0.359","-0.013","-3.49%","792,442","28.04.2020","13:06:00","6,150,000,000","3,690,000,000","1,116,092","-0.22","-","0.83","-","0.39%","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-3.49%","-8.63%","-47.45%","-50.41%","-82.61%","-89.53%"
"Twitter Inc","TWTR.MX","MX","587.41","587.41","599.99","--","--","600.10","608.04","600.10","580.01","-20.63","-3.39%","11,150","30.04.2020","13:11:05","466,330,000,000","","19,856","-","-","-","-","-","Compra","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-3.39%","1.28%","-8.22%","-2.83%","-7.49%","106.83%"
"Uber Technologies Inc","UBER.MX","MX","640.00","640.39","645.00","--","--","649.49","630.00","649.49","572.50","+10.00","+1.59%","18,084","28.05.2020","13:10:51","1.10T","","11,071","-","-","-","-","-","Compra","Compra fuerte","Compra","Neutral","Compra fuerte","Compra fuerte","Compra","Compra","-0.32%","20.77%","-4.85%","11.89%","-","-"
"Under Armour Inc A","UAA.MX","MX","232.70","-","-","--","--","232.70","230.00","232.70","232.70","+0.00","+0.00%","-","22.04.2020","26/03","88,950,000,000","","3,542","-","-","-","-","-","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","0.00%","16.35%","-18.11%","-42.12%","-42.40%","-38.54%"
"Unifin Financiera SAPI de CV SOFOM ENR","UNIFINA","MX","20.55","20.51","20.52","--","--","19.87","21.01","20.63","19.10","-0.46","-2.19%","360,319","27.03.2020","13:29:40","7,090,000,000","18,170,000,000","720,042","5.67","5.98","0.64","1","1.33%","Compra fuerte","Compra","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-2.90%","-11.96%","-34.74%","-34.36%","-50.84%","-57.94%"
"Unilever PLC ADR","ULN.MX","MX","1,147.52","1,143.00","1,179.00","--","--","1,127.00","1,149.64","1,147.52","1,127.00","-2.12","-0.18%","3,226","23.04.2020","13:11:02","2.99T","1,690,000,000","2,241","-","-","-","-","-","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra","-0.18%","-1.50%","9.92%","7.14%","2.61%","19.91%"
"United Airlines Holdings Inc","UAL.MX","MX","783.91","763.00","786.00","--","--","820.00","809.86","820.00","764.28","-25.95","-3.20%","45,196","21.04.2020","13:11:03","197,450,000,000","","8,879","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-3.20%","29.89%","-36.83%","-54.29%","-47.03%","-41.93%"
"United States Steel Corporation","X.MX","MX","134.50","132.01","135.00","--","--","136.00","140.00","137.00","130.00","-5.50","-3.93%","191,009","28.04.2020","13:11:01","22,950,000,000","","56,827","-","-","-","-","-","Compra fuerte","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-3.93%","2.77%","-14.85%","-37.79%","-64.04%","-78.66%"
"United Technologies Corporation","UTX.MX","MX","2,325.50","2,286.00","2,357.99","--","--","2,346.00","2,355.00","2,359.50","2,325.50","-29.50","-1.25%","1,187","28.04.2020","13:11:02","2.01T","","1,028","-","-","-","-","-","Compra","Compra fuerte","Compra","Compra fuerte","Neutral","Neutral","Venta fuerte","Neutral","-1.25%","15.93%","-7.42%","-17.97%","-5.28%","8.67%"
"UnitedHealth Group Incorporated","UNH.MX","MX","5,756.00","-","-","--","--","5,673.70","5,713.00","5,756.00","5,627.20","+43.00","+0.75%","2,144","21.04.2020","12:24:07","5.45T","","2,114","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","0.75%","10.47%","16.70%","4.06%","23.32%","85.43%"
"Urbi Desarrollos Urbanos SAB de CV","URBI.MX","MX","0.900","0.843","0.900","--","--","0.900","0.900","0.900","0.900","+0.000","+0.00%","690","23.04.2020","11:00:13","209,260,000","399,500,000","30,455","-6.28","-","0.49","-","-","Compra","Compra","Compra fuerte","Compra fuerte","Compra","Compra","Venta fuerte","Venta fuerte","0.00%","12.50%","-5.36%","-1.32%","-31.87%","-80.73%"
"UTStarcom Holdings Corp","UTSI.MX","MX","42.670","-","-","--","--","42.590","45.280","42.670","42.590","-2.610","-5.76%","18,454","27.03.2020","12:23:46","1,350,000,000","1,420,000","10,760","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-5.76%","-21.04%","-13.17%","-23.46%","-41.13%","19.86%"
"Valero Energy Corporation","VLO.MX","MX","1,095.40","1,080.01","1,104.00","--","--","1,039.99","1,050.00","1,095.40","1,039.99","+45.40","+4.32%","1,022","23.04.2020","13:11:04","440,870,000,000","","8,701","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","Compra","Neutral","Venta fuerte","Venta fuerte","4.32%","22.81%","-15.16%","-38.25%","-33.07%","-12.58%"
"Value GF","VALUEGFO.MX","MX","101.750","-","-","--","--","107.000","112.500","107.000","101.750","0.00","0.00%","-","--","20/03","16,280,000,000","3,200,000,000","371,499","2.95","34.51","0.02","-","2.95%","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Venta fuerte","Neutral","Compra","0.00%","0.00%","-11.52%","-21.58%","-5.35%","19.71%"
"Verizon Communications Inc","VZ.MX","MX","1,217.33","-","-","--","--","1,211.20","1,220.00","1,217.33","1,210.00","0.00","0.00%","-","24.04.2020","26/03","5.10T","","3,025","-","-","-","-","-","Neutral","Neutral","Neutral","Neutral","Neutral","Compra","Compra fuerte","Compra fuerte","0.00%","-3.69%","14.41%","5.38%","11.37%","31.11%"
"Vinte Viviendas Integrales SAPI de","VINTE.MX","MX","27.500","27.250","27.990","--","--","27.500","27.500","27.500","27.500","0.000","0.00%","3,906","--","13:10:13","5,560,000,000","3,740,000,000","2,863","2.58","10.67","0.07","1.14","4.14%","Neutral","Venta","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","0.00%","1.07%","-2.07%","-2.48%","-1.44%","4.60%"
"Visa Inc Class A","V.MX","MX","3,831.90","3,807.46","3,855.00","--","--","3,787.00","3,869.22","3,850.00","3,760.00","-37.32","-0.96%","8,673","22.04.2020","13:11:02","8.25T","","6,056","-","-","-","-","-","Compra fuerte","Compra fuerte","Compra","Neutral","Compra fuerte","Compra fuerte","Compra fuerte","Compra fuerte","-0.96%","6.06%","9.48%","8.43%","27.81%","127.01%"
"Vitro A","VITROA","MX","26.500","25.180","25.500","--","--","29.385","27.770","29.385","25.165","-1.270","-4.57%","5,304","--","13:30:55","12,180,000,000","60,180,000","19,469","8.03","8.72","0.27","0.94","1.39%","Compra","Compra","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-9.24%","-8.81%","-33.32%","-40.20%","-49.44%","-66.03%"
"VOLARIS A","VOLARA","MX","8.53","8.52","8.53","--","--","8.70","8.95","8.87","8.51","-0.42","-4.69%","827,525","22.04.2020","13:30:37","8,520,000,000","41,950,000,000","1,484,385","1.85","12.96","0.87","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","-4.47%","0.59%","-57.38%","-56.77%","-48.37%","-67.99%"
"Wal - Mart De México, SAB De CV","WALMEX","MX","53.310","53.280","53.340","--","--","52.360","53.800","54.420","52.310","-0.490","-0.91%","10,404,284","28.04.2020","13:30:52","929,030,000,000","798,580,000,000","17,671,641","2.21","25.91","0.5","2.18","3.27%","Neutral","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Compra","-0.83%","3.82%","-3.34%","-1.47%","2.66%","28.92%"
"Walgreens Boots Alliance Inc","WBA.MX","MX","1,029.62","-","-","--","--","1,029.62","1,077.12","1,029.62","1,029.62","0.00","0.00%","-","02.04.2020","26/03","935,000,000,000","","6,633","-","-","-","-","-","Venta","Venta","Venta fuerte","Venta","Neutral","Compra","Venta","Venta fuerte","0.00%","5.23%","15.30%","-8.20%","-14.23%","-35.04%"
"Walt Disney Company","DIS.MX","MX","2,298.25","2,290.02","2,321.99","--","--","2,421.90","2,408.98","2,421.90","2,242.45","-110.73","-4.60%","17,404","12.05.2020","13:11:02","4.13T","","15,642","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Neutral","Neutral","Venta fuerte","Venta","-4.52%","8.40%","0.49%","-16.36%","6.88%","6.98%"
"Wells Fargo & Company","WFC.MX","MX","714.99","700.02","714.99","--","--","722.00","722.03","722.00","685.00","-7.04","-0.98%","780","14.04.2020","13:11:05","2.89T","","2,142","-","-","-","-","-","Compra","Compra fuerte","Compra fuerte","Compra fuerte","Neutral","Neutral","Venta fuerte","Venta fuerte","-0.98%","11.20%","-11.18%","-29.35%","-24.36%","-32.68%"
"Wynn Resorts Limited","WYNN.MX","MX","1,477.00","1,410.00","1,685.00","--","--","1,688.40","1,680.00","1,688.40","1,476.00","-203.00","-12.08%","121,043","29.04.2020","13:10:59","160,020,000,000","","9,972","-","-","-","-","-","Venta fuerte","Venta fuerte","Venta fuerte","Venta fuerte","Venta","Venta fuerte","Venta fuerte","Venta fuerte","-11.79%","17.62%","-29.83%","-43.00%","-34.90%","-31.07%"
